filename,width,height,class,xmin,ymin,xmax,ymax
2008_007827_jpg.rf.00d7de99d8e2a1e6f02d252d5b4c6ffd.jpg,450,338,person,52,89,219,290
2008_007827_jpg.rf.00d7de99d8e2a1e6f02d252d5b4c6ffd.jpg,450,338,person,267,68,382,195
2008_007827_jpg.rf.00d7de99d8e2a1e6f02d252d5b4c6ffd.jpg,450,338,person,409,183,449,257
2008_007827_jpg.rf.00d7de99d8e2a1e6f02d252d5b4c6ffd.jpg,450,338,person,198,112,231,173
2009_002865_jpg.rf.00a87f9e6e6cb678e1e9df68934af06c.jpg,375,500,dog,38,51,374,499
2009_000350_jpg.rf.00a214aa61b84ff82ed11d043323ca70.jpg,500,461,cat,0,34,499,460
2008_006502_jpg.rf.0007021b1be21b0fd2500e1e9ce7304e.jpg,500,375,dog,98,56,256,374
2008_006502_jpg.rf.0007021b1be21b0fd2500e1e9ce7304e.jpg,500,375,dog,279,43,472,340
2012_001768_jpg.rf.00d281f7615314ebb67cee4e24bbc0bc.jpg,500,375,person,0,34,499,374
2011_007177_jpg.rf.00112a0ad33949d4e3e4af772e16c9ac.jpg,500,334,person,320,16,457,333
2010_005657_jpg.rf.00eca61885059140a5863420ff716c15.jpg,500,375,dog,103,182,362,374
2010_005657_jpg.rf.00eca61885059140a5863420ff716c15.jpg,500,375,person,21,0,415,374
2010_002965_jpg.rf.00e5f5dbfee0671ef94192dad5903561.jpg,500,333,cat,170,64,499,302
2010_002965_jpg.rf.00e5f5dbfee0671ef94192dad5903561.jpg,500,333,cat,71,129,186,226
2011_002463_jpg.rf.0109f5f1745c3ca9df53233bb35948b0.jpg,500,333,bird,175,77,499,202
2011_002463_jpg.rf.0109f5f1745c3ca9df53233bb35948b0.jpg,500,333,bird,45,171,285,331
2009_000897_jpg.rf.00b11cd286d29b6e5ba6ea72a3064f5c.jpg,500,447,motorbike,151,104,335,419
2009_000897_jpg.rf.00b11cd286d29b6e5ba6ea72a3064f5c.jpg,500,447,person,156,47,344,350
2011_002436_jpg.rf.00f2065acee3aa4e2b44761ccff8e91d.jpg,500,375,sofa,0,33,499,374
2011_002436_jpg.rf.00f2065acee3aa4e2b44761ccff8e91d.jpg,500,375,person,43,5,401,374
2011_002436_jpg.rf.00f2065acee3aa4e2b44761ccff8e91d.jpg,500,375,person,203,114,363,357
2008_000447_jpg.rf.011722b1d3fcbf187d8e2fc3634bfaa9.jpg,335,447,person,83,155,259,408
2008_000447_jpg.rf.011722b1d3fcbf187d8e2fc3634bfaa9.jpg,335,447,person,58,26,306,446
2008_003576_jpg.rf.01122afda0f1fdb53f210d3ad005c704.jpg,500,333,dog,182,62,403,319
2012_000801_jpg.rf.00bb1f0a99855716cf2c822945b36311.jpg,500,375,person,199,145,299,371
2011_003789_jpg.rf.00051b0c7ea0d0c2ba8ac959728a560b.jpg,500,375,person,304,124,438,294
2008_003860_jpg.rf.008cd4cfe041485323a311e672653beb.jpg,500,375,person,129,32,409,374
2008_003860_jpg.rf.008cd4cfe041485323a311e672653beb.jpg,500,375,car,72,143,156,205
2008_003860_jpg.rf.008cd4cfe041485323a311e672653beb.jpg,500,375,car,0,133,106,200
2010_003561_jpg.rf.01200c387dd677e7d8797ed8876f6a0b.jpg,333,500,car,29,118,330,390
2008_006924_jpg.rf.00b2e7d88310e451410b4317fe07ccf4.jpg,500,333,person,0,171,375,332
2008_006924_jpg.rf.00b2e7d88310e451410b4317fe07ccf4.jpg,500,333,bird,131,88,330,217
2009_003843_jpg.rf.0141775e8800aad0350c4b020945d0c1.jpg,500,333,sofa,38,20,462,324
2009_005165_jpg.rf.0123b427d2df2ac80ee32349d8a9b737.jpg,375,500,chair,249,292,374,499
2009_005165_jpg.rf.0123b427d2df2ac80ee32349d8a9b737.jpg,375,500,chair,0,98,105,322
2009_005165_jpg.rf.0123b427d2df2ac80ee32349d8a9b737.jpg,375,500,pottedplant,202,30,324,308
2009_005165_jpg.rf.0123b427d2df2ac80ee32349d8a9b737.jpg,375,500,diningtable,14,118,374,473
2010_003479_jpg.rf.011dd00bdf702075e974bacb6c4f47c1.jpg,339,500,dog,0,0,209,499
2010_003479_jpg.rf.011dd00bdf702075e974bacb6c4f47c1.jpg,339,500,dog,200,214,338,499
2007_008897_jpg.rf.014547bdd4505786f77a7eeceed112ff.jpg,500,336,person,181,78,377,335
2007_008897_jpg.rf.014547bdd4505786f77a7eeceed112ff.jpg,500,336,tvmonitor,434,0,499,42
2007_008897_jpg.rf.014547bdd4505786f77a7eeceed112ff.jpg,500,336,chair,294,40,432,219
2011_007189_jpg.rf.013d1a6a985cacf47e0431efe449b347.jpg,500,375,person,315,201,413,374
2011_007189_jpg.rf.013d1a6a985cacf47e0431efe449b347.jpg,500,375,person,41,102,106,313
2012_003107_jpg.rf.013eeb158b802472cb768059c2260356.jpg,500,375,person,208,20,417,374
2012_003036_jpg.rf.01400d10f300109200ecbd5fe1319cd4.jpg,500,375,person,70,109,307,235
2010_004841_jpg.rf.011a4f0ae09e0a92131c073857d07962.jpg,500,375,cat,106,14,459,247
2008_001415_jpg.rf.0145a01d0b0d66c697b88f4357f1f7f0.jpg,500,333,bird,240,125,291,214
2008_001415_jpg.rf.0145a01d0b0d66c697b88f4357f1f7f0.jpg,500,333,bird,78,270,157,332
2010_000648_jpg.rf.0158c0c4033a89925d4a98ec5dee563a.jpg,500,426,dog,160,231,327,362
2010_000648_jpg.rf.0158c0c4033a89925d4a98ec5dee563a.jpg,500,426,person,169,13,498,425
2009_003671_jpg.rf.00eeb9e9df598efb6644acc59b29eebb.jpg,500,312,sofa,7,89,280,267
2009_003671_jpg.rf.00eeb9e9df598efb6644acc59b29eebb.jpg,500,312,chair,311,198,499,311
2009_003671_jpg.rf.00eeb9e9df598efb6644acc59b29eebb.jpg,500,312,chair,410,113,499,220
2009_003671_jpg.rf.00eeb9e9df598efb6644acc59b29eebb.jpg,500,312,pottedplant,417,71,440,97
2009_003671_jpg.rf.00eeb9e9df598efb6644acc59b29eebb.jpg,500,312,sofa,93,84,207,148
2010_004656_jpg.rf.015c2026a7d265ab0b9de472c95209cb.jpg,489,500,dog,0,0,488,489
2008_006887_jpg.rf.014b3163eb8a756a94d24d0771bb8785.jpg,500,375,tvmonitor,0,131,47,186
2008_006887_jpg.rf.014b3163eb8a756a94d24d0771bb8785.jpg,500,375,tvmonitor,161,127,238,153
2009_000435_jpg.rf.01556e8e5974d08aa3c7b6df4e2b722a.jpg,333,500,bird,60,48,193,445
2008_000182_jpg.rf.0149bd663f4859540922663b349455dd.jpg,411,500,cat,233,325,335,428
2010_000335_jpg.rf.015d695f444453e138f9f91b628fb413.jpg,500,333,bird,242,143,304,175
2008_000609_jpg.rf.0168d7758a4ab29dafde7cf4205bbf13.jpg,500,335,person,88,123,199,334
2008_000609_jpg.rf.0168d7758a4ab29dafde7cf4205bbf13.jpg,500,335,person,322,144,367,263
2012_000010_jpg.rf.0148860534a7778e101b5db50a450b34.jpg,500,375,person,70,30,374,374
2007_009724_jpg.rf.0180612f63003c5812fe9881fe0f59e7.jpg,500,375,cat,32,1,478,374
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,500,375,person,106,91,179,304
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,500,375,person,171,95,239,296
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,500,375,person,286,92,367,302
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,500,375,person,341,106,402,301
2011_005220_jpg.rf.016947801f2c8439036877f85fce2678.jpg,500,375,person,264,106,281,142
2012_002443_jpg.rf.0179c6f5815975939ce4f6b6a1cca2e4.jpg,500,333,person,406,204,440,304
2012_002443_jpg.rf.0179c6f5815975939ce4f6b6a1cca2e4.jpg,500,333,person,432,206,474,312
2012_002443_jpg.rf.0179c6f5815975939ce4f6b6a1cca2e4.jpg,500,333,person,129,194,159,316
2008_006530_jpg.rf.017e5d291a268afe7803311d85846328.jpg,500,375,bus,0,0,499,374
2008_006530_jpg.rf.017e5d291a268afe7803311d85846328.jpg,500,375,person,123,162,195,221
2008_006530_jpg.rf.017e5d291a268afe7803311d85846328.jpg,500,375,person,274,127,353,222
2008_006530_jpg.rf.017e5d291a268afe7803311d85846328.jpg,500,375,person,333,115,416,222
2011_001064_jpg.rf.015351dfeccb5d4671f846d2c10ec8ba.jpg,500,375,bus,60,129,469,290
2011_001064_jpg.rf.015351dfeccb5d4671f846d2c10ec8ba.jpg,500,375,bus,469,163,499,244
2011_003571_jpg.rf.01ea7751009dba1832ce214c60235e44.jpg,375,500,person,39,37,348,499
2010_006913_jpg.rf.0152461e3ce30ee35b40fc04f02ceace.jpg,500,375,person,124,100,403,374
2012_004053_jpg.rf.01d6b76c5e4c92073174ac19d8d44d8e.jpg,500,437,person,297,188,435,428
2009_003816_jpg.rf.01a9eec5e991c4df7cddda50056bce7c.jpg,500,375,dog,293,68,438,274
2009_003816_jpg.rf.01a9eec5e991c4df7cddda50056bce7c.jpg,500,375,dog,112,31,264,271
2009_003816_jpg.rf.01a9eec5e991c4df7cddda50056bce7c.jpg,500,375,person,0,0,104,268
2010_005516_jpg.rf.01b64244b66e054c25cb683b9c79c072.jpg,500,427,bird,80,30,148,118
2010_005516_jpg.rf.01b64244b66e054c25cb683b9c79c072.jpg,500,427,bird,253,138,430,232
2010_005516_jpg.rf.01b64244b66e054c25cb683b9c79c072.jpg,500,427,bird,362,261,499,333
2010_005516_jpg.rf.01b64244b66e054c25cb683b9c79c072.jpg,500,427,bird,58,183,176,267
2010_005516_jpg.rf.01b64244b66e054c25cb683b9c79c072.jpg,500,427,bird,30,218,134,264
2012_001925_jpg.rf.01a820d8afea61b31da6db58a4c4d8f8.jpg,500,375,person,131,85,319,374
2008_000338_jpg.rf.01e7ad853ae66fd3e7e4490cfd228929.jpg,500,375,person,337,71,499,374
2008_000338_jpg.rf.01e7ad853ae66fd3e7e4490cfd228929.jpg,500,375,person,11,55,184,374
2008_000338_jpg.rf.01e7ad853ae66fd3e7e4490cfd228929.jpg,500,375,diningtable,129,235,341,374
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,5,19,111,176
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,93,8,199,173
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,188,82,279,257
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,265,52,353,239
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,341,49,435,168
2012_000338_jpg.rf.01d0579b694fac2ba71dcde7575bd9a6.jpg,500,306,person,415,59,495,211
2010_001502_jpg.rf.01e511ebf640eaf23d05391e5cb58999.jpg,500,375,person,66,68,143,334
2010_001502_jpg.rf.01e511ebf640eaf23d05391e5cb58999.jpg,500,375,train,0,0,499,147
2012_001910_jpg.rf.01d8d22df0d70933ae29121aa0a3fa73.jpg,500,375,person,7,19,428,374
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,bus,42,106,427,273
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,445,181,475,249
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,427,185,459,248
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,362,167,377,200
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,310,173,352,207
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,424,184,438,202
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,33,199,39,219
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,149,163,168,199
2009_001590_jpg.rf.01d546f25cabe668a264ffc804b92eef.jpg,500,375,person,233,176,259,206
2011_000197_jpg.rf.0158ca0fd3da88159a5cdcb45182af9e.jpg,500,333,train,10,0,498,332
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,7,26,31,152
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,person,291,36,467,318
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,26,13,67,158
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,31,2,96,172
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,201,0,499,279
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,147,0,229,247
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,86,0,156,209
2009_005229_jpg.rf.01a3d93906e28889d2910ea16b49d61c.jpg,500,333,cow,71,0,120,174
2012_000681_jpg.rf.01c632114ba2674361819e1abaf9931e.jpg,500,375,person,169,43,355,264
2009_000090_jpg.rf.011c2cb69a1f9148fda390008ad274b4.jpg,500,333,train,92,114,260,234
2008_007101_jpg.rf.01cb6cacb934517891fcb75c70ea146a.jpg,500,375,boat,106,0,456,242
2008_007101_jpg.rf.01cb6cacb934517891fcb75c70ea146a.jpg,500,375,person,236,135,282,194
2008_007101_jpg.rf.01cb6cacb934517891fcb75c70ea146a.jpg,500,375,person,202,138,245,190
2008_007101_jpg.rf.01cb6cacb934517891fcb75c70ea146a.jpg,500,375,bus,452,16,490,28
2008_007101_jpg.rf.01cb6cacb934517891fcb75c70ea146a.jpg,500,375,car,386,25,402,31
2008_002942_jpg.rf.01c05d6e9a4e855e6632734586eeed3b.jpg,500,467,person,0,0,499,337
2010_000031_jpg.rf.01c80f5924d40175a9301bd3b6079292.jpg,382,500,car,130,1,229,55
2010_000031_jpg.rf.01c80f5924d40175a9301bd3b6079292.jpg,382,500,car,17,33,239,193
2010_000031_jpg.rf.01c80f5924d40175a9301bd3b6079292.jpg,382,500,car,3,229,275,499
2008_007875_jpg.rf.022c0351d92c44127489ce4dac2682e3.jpg,500,375,dog,185,38,309,316
2012_002150_jpg.rf.021d3f9aee0dc9e3f2791f745e79b0c7.jpg,333,500,person,65,56,300,451
2011_001508_jpg.rf.02059706a95b0a0d0ab920611bc9f326.jpg,500,375,motorbike,45,22,499,363
2010_006737_jpg.rf.01ac81da5c3d7136e1dcda279941672b.jpg,500,375,person,176,97,304,374
2008_003055_jpg.rf.01f892fcdf49987ae54c8b0409821a49.jpg,500,375,horse,70,77,274,360
2008_003055_jpg.rf.01f892fcdf49987ae54c8b0409821a49.jpg,500,375,horse,281,39,399,298
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,102,112,296,332
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,bird,233,127,332,284
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,244,59,324,140
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,242,0,297,83
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,286,37,352,169
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,296,0,388,116
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,346,2,386,105
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,338,0,415,79
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,389,18,442,111
2010_005960_jpg.rf.018acf18eabf3a2b85492c1b48c85a6d.jpg,500,333,person,420,0,480,162
2011_006618_jpg.rf.024c92af69712f6adf19d285140a3001.jpg,500,375,person,217,0,499,374
2009_004492_jpg.rf.0256125aad38ca8e89cdf58a815c3e99.jpg,500,335,aeroplane,0,57,499,276
2009_004492_jpg.rf.0256125aad38ca8e89cdf58a815c3e99.jpg,500,335,aeroplane,395,0,455,57
2008_007355_jpg.rf.024a532c63695bd1f9f7e642458e343e.jpg,375,500,diningtable,127,336,374,499
2008_007355_jpg.rf.024a532c63695bd1f9f7e642458e343e.jpg,375,500,chair,169,253,296,354
2012_000069_jpg.rf.020b16ee99956bc8aa2463fa1a6f2367.jpg,500,375,person,199,83,499,373
2010_006932_jpg.rf.024fda9e89a22212aa01142c1554c865.jpg,500,402,person,0,18,499,401
2011_000909_jpg.rf.02577574166c5831cc84959bf607ddeb.jpg,500,333,train,38,70,283,285
2008_006843_jpg.rf.024fffc5e48d13daa79b300864f3d3ac.jpg,500,333,cat,154,25,499,323
2008_006843_jpg.rf.024fffc5e48d13daa79b300864f3d3ac.jpg,500,333,sofa,0,0,499,332
2009_003528_jpg.rf.02635bd16514e0c414ed06d7bce2e886.jpg,500,333,cat,243,117,312,219
2007_007130_jpg.rf.0277918650dbcc946420b4c40a93ae1c.jpg,500,375,tvmonitor,105,95,191,187
2007_007130_jpg.rf.0277918650dbcc946420b4c40a93ae1c.jpg,500,375,tvmonitor,220,79,294,156
2007_007130_jpg.rf.0277918650dbcc946420b4c40a93ae1c.jpg,500,375,pottedplant,354,108,474,170
2010_003391_jpg.rf.02314a159aa4e1e38649b2524a67f1c3.jpg,500,333,dog,36,92,422,307
2008_008476_jpg.rf.026170120064f86930c4b43df1e44504.jpg,500,326,horse,248,140,427,296
2010_004432_jpg.rf.023902b321f7f7078cd7edb9c439be10.jpg,500,334,person,109,110,322,333
2011_003727_jpg.rf.025f53074450ecf5dc3ac3bba80fc4d8.jpg,500,396,person,134,66,228,213
2011_003727_jpg.rf.025f53074450ecf5dc3ac3bba80fc4d8.jpg,500,396,person,223,83,324,273
2010_001744_jpg.rf.02739c14fbdeebd020004905e80a2c83.jpg,500,357,cat,2,77,499,356
2010_001744_jpg.rf.02739c14fbdeebd020004905e80a2c83.jpg,500,357,cat,0,101,264,253
2011_001753_jpg.rf.020a8d12908f788cdad729384966bc92.jpg,500,332,aeroplane,0,19,499,307
2010_004569_jpg.rf.029e11720bf8aa2e44b327a69f884e5a.jpg,500,375,car,1,0,499,374
2010_004369_jpg.rf.02a9f4dd3c3aa7f4abf113b9985c0a49.jpg,500,375,cat,0,0,499,374
2008_001534_jpg.rf.0273bc170d713e3a910a37f782476432.jpg,500,332,person,436,168,499,330
2008_001534_jpg.rf.0273bc170d713e3a910a37f782476432.jpg,500,332,person,82,81,268,331
2008_001534_jpg.rf.0273bc170d713e3a910a37f782476432.jpg,500,332,person,29,175,97,331
2008_004196_jpg.rf.02aa7809cfdc4394785be8a6c7e90e42.jpg,500,375,person,100,140,247,374
2008_004196_jpg.rf.02aa7809cfdc4394785be8a6c7e90e42.jpg,500,375,person,174,142,293,374
2010_003112_jpg.rf.02a5fa3947a0ef06daecd2f41d15a577.jpg,500,375,person,196,130,448,374
2010_003112_jpg.rf.02a5fa3947a0ef06daecd2f41d15a577.jpg,500,375,person,19,138,215,374
2012_002148_jpg.rf.026c6e9a9bf113bd4ef132c7b238553c.jpg,500,374,person,161,1,434,373
2008_005505_jpg.rf.027612e7b90b8be29bfd9cefce0b1a20.jpg,500,202,sheep,181,89,255,177
2007_000256_jpg.rf.02cb96ee20db070c880b4b909ccf0874.jpg,500,343,aeroplane,7,95,490,231
2010_001979_jpg.rf.0283631486013d1db4ca1e21dc658a81.jpg,500,369,aeroplane,122,87,394,264
2011_004348_jpg.rf.0296a62b933f0f2ab793b6e64d2902e0.jpg,500,375,person,437,76,475,197
2008_000340_jpg.rf.02b2c845ad4ae371187d9e796093804c.jpg,333,500,person,0,75,332,499
2010_000187_jpg.rf.02d3f8c1ed3c1018728831b5147e60cd.jpg,500,389,bus,79,16,424,347
2010_000187_jpg.rf.02d3f8c1ed3c1018728831b5147e60cd.jpg,500,389,bus,273,50,498,307
2010_000187_jpg.rf.02d3f8c1ed3c1018728831b5147e60cd.jpg,500,389,bus,16,120,87,259
2008_004319_jpg.rf.023ceeb82226266f2783223a3e60d478.jpg,500,375,dog,238,228,414,321
2008_004319_jpg.rf.023ceeb82226266f2783223a3e60d478.jpg,500,375,dog,0,175,206,310
2008_001114_jpg.rf.02e0ab984c993aa7eb1a58f03f77f4f8.jpg,500,360,train,147,23,441,330
